Limits,NPV,CE,EEPE,Total Exposure,ColVA,CVA,DVA,FCA,FBA,FVA,IM
Trade_3303,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3669,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5869,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2363,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8960,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6411,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8807,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4993,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4698,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3989,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4321,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3022,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6257,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2354,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7691,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7043,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4523,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2646,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8701,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7029,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4580,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9827,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9775,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3994,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9724,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1798,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6777,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4515,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2169,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3676,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3338,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7053,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6632,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3229,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7979,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9341,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3454,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8354,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2255,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2434,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3264,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2842,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2841,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2859,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5133,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2457,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4863,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4323,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1693,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9287,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8700,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3121,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9886,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8047,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8718,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1985,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7252,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8639,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4233,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4704,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9247,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3389,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2869,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2178,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5800,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6187,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8942,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9087,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5823,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7735,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9945,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6964,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2706,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8648,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6288,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9037,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8750,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2763,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9246,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4458,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3767,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1160,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4737,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5118,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9264,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7517,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2996,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1861,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9344,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3509,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2974,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8838,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3894,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1360,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8796,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7223,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9776,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1685,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1955,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8518,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4375,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4251,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5955,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9950,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5216,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
